,35,25,65,62,30,55,45,22,60,75,70,16,20
1277,,351.0,,,,,,,,,,,
1332,,13.0,,,,,,,,,,,
1625,,10032.0,,,,,,,,,,,
1739,,1338.0,,,,,,,,,,,
3239,,2831.0,,,,,,,,,,,
3534,,13.0,,,,,,,,,,,
5174,,1480.0,,,,,,,,,,,
5619,,5490.0,,,,,,,,,,,
5667,,781.0,,,,,,,,,,,
5878,,781.0,,,,,,,,,,,
6534,,7431.0,,,,,,,,,,,
6772,,781.0,,,,,,,,,,,
6901,,7058.0,,,,,,,,,,,
7482,,656.0,,,,,,,,,,,
7904,,13.0,,,,,,,,,,,
8357,,7871.0,,,,,,,,,,,
8812,,5490.0,,,,,,,,,,,
8959,,781.0,,,,,,,,,,,
9092,,2117.0,,,,,,,,,,,
9218,,22672.0,,,,,,,,,,,
10230,,2677.0,,,,,,,,,,,
10404,,19312.0,,,,,,,,,,,
11000,,501.0,,,,,,,,,,,
11324,,19631.0,,,,,,,,,,,
11496,,13.0,,,,,,,,,,,
11609,,5646.0,,,,,,,,,,,
12569,,13.0,,,,,,,,,,,
13608,,73973.0,,,,,,,,,,,
13910,,13.0,,,,,,,,,,,
14711,,781.0,,,,,,,,,,,
14719,,781.0,,,,,,,,,,,
14895,,13.0,,,,,,,,,,,
15259,,11953.0,,,,,,,,,,,
15267,,781.0,,,,,,,,,,,
15698,,5490.0,,,,,,,,,,,
15711,,13.0,,,,,,,,,,,
16321,,13.0,,,,,,,,,,,
16325,,6936.0,,,,,,,,,,,
16464,,781.0,,,,,,,,,,,
16484,,13.0,,,,,,,,,,,
16558,,22133.0,,,,,,,,,,,
16598,,43460.0,,,,,,,,,,,
17209,,14287.0,,,,,,,,,,,
17420,,781.0,,,,,,,,,,,
17461,,14956.0,,,,,,,,,,,
18289,,5490.0,,,,,,,,,,,
18973,,19264.0,,,,,,,,,,,
19399,,781.0,,,,,,,,,,,
19497,,5490.0,,,,,,,,,,,
19642,,2194.0,,,,,,,,,,,
19888,,5646.0,,,,,,,,,,,
20001,,351.0,,,,,,,,,,,
20095,,5490.0,,,,,,,,,,,
20328,,781.0,,,,,,,,,,,
20525,,32797.0,,,,,,,,,,,
